DBKEY,EIN,UEI,AUDITEENAME,COGAGENCY,DATE_ADDED
136076,596000523,,"BREVARD COUNTY, FLORIDA",97,4/22/2022
136090,596000598,LLHWX867E5J6,"ESCAMBIA COUNTY, FLORIDA",97,3/16/2023
136115,596000727,,"MANATEE COUNTY, FLORIDA",97,4/12/2022
136116,596000735,,"MARION COUNTY, FL",97,6/16/2022
136124,596000785,,"PALM BEACH COUNTY, FLORIDA",97,3/25/2021
136127,596000809,,"POLK COUNTY, FLORIDA",97,6/27/2022
136129,596000825,DKTCSFFFL3Q8,ST JOHNS COUNTY,97,6/30/2023
136133,596000856,JPJLF4QHYR13,"SEMINOLE COUNTY, FLORIDA",97,5/16/2023
136242,596000344,,CITY OF JACKSONVILLE,97,3/25/2021
136718,596000511,,BAY COUNTY DISTRICT SCHOOL BOARD,97,4/10/2022
146695,726000234,,CALCASIEU PARISH POLICE JURY,97,7/21/2022
146710,726013920,,JEFFERSON PARISH,97,3/25/2021
146898,726000969,,CITY OF NEW ORLEANS,97,2/24/2023
158022,856000411,,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,97,3/25/2021
172790,746000574,XETBTPPKL895,"CITY OF CORPUS CHRISTI, TEXAS",97,4/28/2023
181375,726001323,,SEWERAGE AND WATER BOARD OF NEW ORLEANS,97,7/12/2022
189733,131740011,,WILDLIFE CONSERVATION SOCIETY,97,3/25/2021
192502,596000558,,COLLIER COUNTY,97,3/25/2021
192969,596000708,,LEON COUNTY,97,6/9/2022
193128,726000093,YWJ7LKSNL6S6,ASCENSION PARISH SCHOOL BOARD,97,1/27/2023
197821,112879302,,LONG ISLAND POWER AUTHORITY,97,3/25/2021
198800,760590551,,CHRISTUS HEALTH,97,10/14/2022
202333,660558579,,DEPARTMENT OF HOUSING OF THE COMMONWEALTH OF PUERTO RICO,97,1/12/2023
203800,271110568,,EMERGENCY FOOD AND SHELTER PROGRAM,97,3/25/2021
213554,660412508,,VIRGIN ISLANDS HOUSING FINANCE AUTHORITY,97,3/25/2021
219086,111352310,,SOUTH NASSAU COMMUNITIES HOSPITAL AND SUBSIDIARIES,97,10/10/2022
219874,226002471,,PASSAIC VALLEY SEWERAGE COMMISSION,97,9/26/2022
222290,746019452,,HARRIS COUNTY FLOOD CONTROL DISTRICT,97,3/25/2021
222946,660436728,,DEPARTMENT OF TRANSPORTATION AND PUBLIC WORKS,97,3/25/2021
227852,300426073,,NEW MEXICO DEPARTMENT OF HOMELAND SECURITY & EMERGENCY MANAGEMENT,97,3/17/2022
242833,221775306,,UNIVERSITY HOSPITAL,97,9/15/2022
251453,720362325,,"JEFFERSON DAVIS ELECTRIC COOPERATIVE, INC.",97,8/25/2022
258112,810216629,KEDLA4RDUX55,"MCCONE ELECTRIC CO-OP, INC.",97,5/9/2023
2940,042241718,,"EDUCATION DEVELOPMENT CENTER, INC.",98,3/25/2021
3308,042482188,,"MANAGEMENT SCIENCES FOR HEALTH, INC.",98,3/25/2021
3886,042679824,,"JSI RESEARCH AND TRAINING INSTITUTE, INC.",98,3/25/2021
10860,131685039,,CARE USA AND SUBSIDIARIES,98,3/25/2021
11916,132702768,,"PACT, INC.",98,3/25/2021
14648,133712030,,"CONCERN WORLDWIDE (U.S.), INC",98,10/14/2022
15491,135660870,,"INTERNATIONAL RESCUE COMMITTEE, INC.",98,3/25/2021
16489,136183605,,"COUNTERPART INTERNATIONAL, INC.",98,3/25/2021
73339,520811461,,ACDI/VOCA AND AFFILIATES,98,3/25/2021
73390,520846183,,GLOBAL COMMUNITIES,98,3/25/2021
75188,521338892,,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,98,3/25/2021
75191,521340267,,INTERNATIONAL REPUBLICAN INSTITUTE,98,3/25/2021
75514,521447902,,CNFA,98,3/25/2021
75735,521527835,,INTERNATIONAL FOUNDATION FOR ELECTORAL SYSTEMS,98,6/28/2022
78028,530235320,,PATHFINDER INTERNATIONAL AND SUBSIDIARIES,98,3/25/2021
81941,560942853,,POPULATION SERVICES INTERNATIONAL,98,3/25/2021
85605,581437002,,SAMARITAN'S PURSE,98,8/5/2022
98107,710603560,,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,98,3/25/2021
114648,911148123,,MERCY CORPS AND AFFILIATES,98,3/25/2021
114674,911157127,,PATH,98,3/25/2021
121369,943027961,,INTERNEWS NETWORK,98,3/25/2021
124020,951922279,,WORLD VISION INTERNATIONAL AND WORLD VISION INC.(USA),98,3/25/2021
124798,952680390,,FOOD FOR THE HUNGRY,98,3/25/2021
126425,953949646,,INTERNATIONAL MEDICAL CORPS,98,3/25/2021
126995,954300662,,RELIEF INTERNATIONAL,98,9/28/2022
182396,521943638,,CONSORTIUM FOR ELECTIONS AND POLITICAL PROCESS STRENGHTENING,98,3/25/2021
187669,135563422,,CATHOLIC RELIEF SERVICES - US CONFERENCE OF CATHOLIC BISHOPS,98,3/25/2021
188206,526054268,,PAN AMERICAN DEVELOPMENT FOUNDATION,98,6/22/2022
188372,237413005,,FAMILY HEALTH INTERNATIONAL,98,3/25/2021
197541,521314847,,ADRA INTERNATIONAL,98,3/25/2021
198686,521984713,FGHSZZVE59R8,AMERICAN CENTER FOR INTERNATIONAL LABOR SOLIDARITY,98,8/22/2023
213388,133870223,,"INTERNATIONAL AIDS VACCINE INITIATIVE, INC.",98,7/28/2022
221191,550825466,,"INTRAHEALTH INTERNATIONAL, INC.",98,3/25/2021
224703,043478123,,"ROOT CAPITAL, INC.",98,4/28/2022
241642,060726487,,"SAVE THE CHILDREN FEDERATION, INC AND RELATED ENTITIES",98,3/25/2021
247573,810888072,,"BLUMONT, INC.",98,3/25/2021
253956,911157127,PD3VNAABZJL7,PATH,98,6/14/2023
