Program Number,Program Title,Types of Assistance,Department/Ind. Agency,Sub-Tier,Related Federal Assistance,Last Date Modified,Date Published,Funded,POC Information
00.100,Mental Retardation_University Affiliated Clinical Facilities,,,,,"Jun 21, 2004",,,
00.101,Narcotic Drug Problems,,,,,"Jun 21, 2004",,,
00.102,National Technical Institute for the Deaf,,,,,"Jun 21, 2004",,,
00.103,National Vocational Student Loan Insurance,,,,,"Jun 21, 2004",,,
00.104,New Media Research,,,,,"Jun 21, 2004",,,
00.105,Project Support for Handicapped Individuals,,,,,"Jun 21, 2004",,,
00.106,Health of School and Preschool Children Projects,,,,,"Jun 21, 2004",,,
00.107,Prospective Teacher Fellowship Program,,,,,"Jun 21, 2004",,,
00.108,Public Health Training_Traineeships,,,,,"Jun 21, 2004",,,
00.109,Surplus Property Utilization,,,,,"Jun 21, 2004",,,
00.110,Cuban Refugee Program,,,,,"Jun 21, 2004",,,
00.111,Research and Demonstration Projects_Social Welfare and Social Security,,,,,"Jun 21, 2004",,,
00.112,Research Training,,,,,"Jun 21, 2004",,,
00.113,Science Youth Activities,,,,,"Jun 21, 2004",,,
00.114,Social Security_Retirement and Survivors Insurance,,,,,"Jun 21, 2004",,,
00.115,Strengthening Instruction in the Humanities and the Arts,,,,,"Jun 21, 2004",,,
00.116,Strengthening State Departments of Education,,,,,"Jun 21, 2004",,,
00.117,Educational Materials for the Blind,,,,,"Jun 21, 2004",,,
00.118,Training of Professional Personnel for Care of Crippled Children,,,,,"Jun 21, 2004",,,
00.119,Narcotic Addict_Clinical Centers,,,,,"Jun 21, 2004",,,
00.120,Tuberculosis Special Project Grants,,,,,"Jun 21, 2004",,,
00.121,Veneral Disease Project Grants,,,,,"Jun 21, 2004",,,
00.122,Vocational Education in Specified Occupational Areas,,,,,"Jun 21, 2004",,,
00.123,Vocational Rehabilitation Research and Demonstration Grant Program,,,,,"Jun 21, 2004",,,
00.124,Vocational Rehabilitation Services to Blind Persons,,,,,"Jun 21, 2004",,,
00.125,Vocational Student Loan Insurance,,,,,"Jun 21, 2004",,,
00.126,Water Pollution Control Programs,,,,,"Jun 21, 2004",,,
00.127,Work Experience Program,,,,,"Jun 21, 2004",,,
00.128,Work Study Grants,,,,,"Jun 21, 2004",,,
00.129,Education of Handicapped and Deaf_Blind Children,,,,,"Jun 21, 2004",,,
00.130,"Educational Research, Surveys, Demonstrations, and Dissemination",,,,,"Jun 21, 2004",,,
00.131,Educational Research Facilities,,,,,"Jun 21, 2004",,,
00.132,Higher Education Equipment,,,,,"Jun 21, 2004",,,
00.133,Regional Educational Research,,,,,"Jun 21, 2004",,,
00.134,International Organizations Recruitment,,,,,"Jun 21, 2004",,,
00.135,Comparative Education Services,,,,,"Jun 21, 2004",,,
00.136,Mental Retardation_Information and Coordination,,,,,"Jun 21, 2004",,,
00.137,Gallaudet College,,,,,"Jun 21, 2004",,,
00.138,Howard University,,,,,"Jun 21, 2004",,,
00.139,Model Secondary School for the Deaf,,,,,"Jun 21, 2004",,,
00.140,Public Broadcasting Corporation,,,,,"Jun 21, 2004",,,
00.141,Food and Drug_Advisory Opinions Survey,,,,,"Jun 21, 2004",,,
00.142,Food and Drug_Consumer Education,,,,,"Jun 21, 2004",,,
00.143,Food and Drug_Regulatory Activities,,,,,"Jun 21, 2004",,,
00.144,Food and Drug_Training for State and Local Officials,,,,,"Jun 21, 2004",,,
00.145,Food and Drug_Voluntary Compliance,,,,,"Jun 21, 2004",,,
00.146,Milk and Food_Consumer Protection,,,,,"Jun 21, 2004",,,
00.147,Health Facilities Consultation and Technical Assistance,,,,,"Jun 21, 2004",,,
00.148,Narcotic and Drug Abuse_Research and Training,,,,,"Jun 21, 2004",,,
00.149,Patient Care and Special Health Services,,,,,"Jun 21, 2004",,,
00.150,Alcoholism Prevention and Control,,,,,"Jun 21, 2004",,,
00.151,Applied Research and Training_Clinical Center,,,,,"Jun 21, 2004",,,
00.152,Health Education Facilities Construction,,,,,"Jun 21, 2004",,,
00.153,Health Research_Cerebrovascular Traineeships,,,,,"Jun 21, 2004",,,
00.154,Health Research Facilities and Resources_General Clinical Research Centers,,,,,"Jun 21, 2004",,,
00.155,Health Research Facilities and Resources_General Research Support,,,,,"Jun 21, 2004",,,
00.156,Health Research Facilities and Resources_Special Research Resources,,,,,"Jun 21, 2004",,,
00.157,Health Research_Fellowships,,,,,"Jun 21, 2004",,,
00.158,Health Research_Project Grants,,,,,"Jun 21, 2004",,,
00.159,Health Research_Training Grants,,,,,"Jun 21, 2004",,,
00.160,Aging_Training,,,,,"Jun 21, 2004",,,
00.161,Medical Assistance to Public Assistance Recipients,,,,,"Jun 21, 2004",,,
00.162,Rehabilitation Research and Demonstrations,,,,,"Jun 21, 2004",,,
00.163,Rehabilitation Research and Training Centers,,,,,"Jun 21, 2004",,,
00.164,Vocational Rehabilitation Facilities and Workshops,,,,,"Jun 21, 2004",,,
00.165,Vocational Rehabilitation Services to Blind Persons,,,,,"Jun 21, 2004",,,
00.166,Vocational Rehabilitation Training,,,,,"Jun 21, 2004",,,
00.167,Deaf-Blind Youth and Adults,,,,,"Jun 21, 2004",,,
00.168,Mental Retardation_Initial Staffing of Community Facilities,,,,,"Jun 21, 2004",,,
00.169,Rehabilitation Services Expansion,,,,,"Jun 21, 2004",,,
00.170,Social Statistics,,,,,"Jun 21, 2004",,,
00.171,Advance Acquisition of Land,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.172,Public Works Planning Advances,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.173,Public Housing Program for American Indians,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.174,Homes Association Residential Subdivision,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.175,Low-Rent Public Housing,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.176,Metropolitan Expediters to Assist Local Officials,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.177,Supplementary Grants for Planned Metropolitan Development,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.178,Urban Information and Technical Assistance Services,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.179,Urban Mass Transportation,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.180,Urban Mass Transportation Demonstration Grants,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.181,Urban Renewal Rehabilitation and Code Enforcement,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.182,Mortgage Insurance for Armed Services Housing_Civilian Employees,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.183,Mortgage Insurance for Armed Services Housing_Impacted Areas,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.184,Mortgage Insurance for Servicemen's Housing,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.185,Alaska Housing,,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.186,Appalachian Region_Sewage Treatment Works Grants,,"INTERIOR, DEPARTMENT OF THE",,,"Jun 21, 2004",,,
00.187,Solid Waste Disposal,,"INTERIOR, DEPARTMENT OF THE",,,"Jun 21, 2004",,,
00.188,Identification of Mentally Retarded American Indian Children,,"INTERIOR, DEPARTMENT OF THE",,,"Jun 21, 2004",,,
00.189,Appalachian Region_Mining Area Restoration,,"INTERIOR, DEPARTMENT OF THE",,,"Jun 21, 2004",,,
00.190,American Indian Credit and Financing Program,,"INTERIOR, DEPARTMENT OF THE",,,"Jun 21, 2004",,,
00.191,American Indian Education Financial Assistance,,"INTERIOR, DEPARTMENT OF THE",,,"Jun 21, 2004",,,
00.192,On-Reservation Adult Education Program for American Indians,,"INTERIOR, DEPARTMENT OF THE",,,"Jun 21, 2004",,,
00.193,Post High School Training for American Indian Youth,,"INTERIOR, DEPARTMENT OF THE",,,"Jun 21, 2004",,,
00.194,Summer Programs for American Indian Students,,"INTERIOR, DEPARTMENT OF THE",,,"Jun 21, 2004",,,
00.195,Programs for American Indians,,"INTERIOR, DEPARTMENT OF THE",,,"Jun 21, 2004",,,
00.196,Criminal Justice Act of 1964,,"JUSTICE, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.197,Federal Prisoners Rehabilitation Program,,"JUSTICE, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.198,Law Enforcement Assistance,,"JUSTICE, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.199,National Conference on Bail and Criminal Justice and Follow-Up Programs,,"JUSTICE, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.200,Smaller Communities Program_Rural Areas,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.201,Experimental and Demonstration Projects for the Mentally Retarded,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.202,Experimental and Demonstration Projects for Rural Persons,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.203,Experimental and Demonstration Projects under MDTA,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.204,Experimental and Demonstration Projects for Youth and Adults with Limited Ability to Read and Write,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.205,Employment Services to Rural Areas,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.206,Job Market Information,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.207,Job Training for Disadvantaged Persons,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.208,New Careers Program,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.209,Occupational Training in Development Areas,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.210,Physically and Mentally Handicapped_Employment Service,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.211,Special Impact,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.212,Trade Adjustment Allowances for Workers,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.213,Employment Service,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.214,Veterans Employment Priority Service,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.215,Youth Opportunity Centers,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.216,American Indian Vocational Job Training,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.217,Employment Assistance and Training for Inmates of Correctional Institutions,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.218,Apprenticeship Information Centers,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.219,Manpower Recruitment Services,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.220,Older Worker Employment Assistance,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.221,Selective Service Rejectee Rehabilitation,,"LABOR, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.222,Post Office Lease Construction,,U.S. Postal Service,,,"Jun 21, 2004",,,
00.223,"Marine, Harbor, and Waterfront Services",,"TRANSPORTATION, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.224,Development Highways and Access Roads for the Appalachian Region,,"TRANSPORTATION, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.225,Urban Mass Transportation Capital Assistance,,"TRANSPORTATION, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.226,Narcotics Law Enforcement Training,,"TREASURY, DEPARTMENT OF THE",,,"Jun 21, 2004",,,
00.227,Regional Economic Development Commissions,,APPALACHIAN REGIONAL COMMISSION,,,"Jun 21, 2004",,,
00.228,Construction of Nuclear Power Stations,,Atomic Energy Commission,Energy Research and Development Administration,,"Jun 21, 2004",,,
00.229,Licensing of Nuclear Power Stations,,Atomic Energy Commission,Energy Research and Development Administration,,"Jun 21, 2004",,,
00.230,Nuclear Education and Training,,Atomic Energy Commission,Energy Research and Development Administration,,"Jun 21, 2004",,,
00.231,"Research Support in the Biological, Medical, and Health Sciences",,Atomic Energy Commission,Energy Research and Development Administration,,"Jun 21, 2004",,,
00.232,Research Support in the Physical Sciences,,Atomic Energy Commission,Energy Research and Development Administration,,"Jun 21, 2004",,,
00.233,Surveys and Evaluation of Environmental Radiation Hazards,,Atomic Energy Commission,Energy Research and Development Administration,,"Jun 21, 2004",,,
00.234,Training of State Personnel in AEC Regulatory Functions,,Atomic Energy Commission,Energy Research and Development Administration,,"Jun 21, 2004",,,
00.235,Transferred to Industry of AEC Generated Technology,,Atomic Energy Commission,Energy Research and Development Administration,,"Jun 21, 2004",,,
00.236,Deleted,,Atomic Energy Commission,Energy Research and Development Administration,,"Jun 21, 2004",,,
00.237,Air Transport_Community and Consumer Services,,Civil Aeronautics Board,,,"Jun 21, 2004",,,
00.238,Job Discrimination_Reports,,COMMISSION ON CIVIL RIGHTS,,,"Jun 21, 2004",,,
00.239,Affirmative Action Program_Equal Employment Opportunity,,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,,,"Jun 21, 2004",,,
00.240,Equal Employment Opportunity Grants,,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,,,"Jun 21, 2004",,,
00.241,Job Discrimination_Reports,,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,,,"Jun 21, 2004",,,
00.242,Banks for Agricultural Cooperatives,,Farm Credit Administration,,,"Jun 21, 2004",,,
00.243,Federal Land Banks_Farm Real Estate Loans,,Farm Credit Administration,,,"Jun 21, 2004",,,
00.244,Production Credit Associations_Agricultural Loans,,Farm Credit Administration,,,"Jun 21, 2004",,,
00.245,Fish Protection,,Federal Power Commission,,,"Jun 21, 2004",,,
00.246,Flood Control,,Federal Power Commission,,,"Jun 21, 2004",,,
00.247,"Forestry, Tree Planting",,Federal Power Commission,,,"Jun 21, 2004",,,
00.248,Recreation Resource Development,,Federal Power Commission,,,"Jun 21, 2004",,,
00.249,Water Conservation Assistance,,Federal Power Commission,,,"Jun 21, 2004",,,
00.250,Water Pollution Assistance,,Federal Power Commission,,,"Jun 21, 2004",,,
00.251,Payments to Small Lead and Zinc Mines,,GENERAL SERVICES ADMINISTRATION,,,"Jun 21, 2004",,,
00.252,Assistance for University Research and Training Activities,,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,"Jun 21, 2004",,,
00.253,Grants for Progress in the Arts,,NATIONAL ENDOWMENT FOR THE ARTS,,,"Jun 21, 2004",,,
00.254,Progress in the Humanities,,NATIONAL ENDOWMENT FOR THE ARTS,,,"Jun 21, 2004",,,
00.255,Consolidated into program 45.024,,NATIONAL ENDOWMENT FOR THE HUMANITIES,,,"Jun 21, 2004",,,
00.256,Science Research Support Activities,,NATIONAL SCIENCE FOUNDATION,,,"Jun 21, 2004",,,
00.257,Child Development_Head Start,,Community Services Administration,,,"Jun 21, 2004",,,
00.258,Job Corps,,Community Services Administration,,,"Jun 21, 2004",,,
00.259,Upward Bound,,Community Services Administration,,,"Jun 21, 2004",,,
00.260,Emergency Management of Resources,,Office of Emergency Preparedness,,,"Jun 21, 2004",,,
00.261,Equal Opportunity in Housing,,President's Committee on Equal Opportunity In Housing,,,"Jun 21, 2004",,,
00.262,Smithsonian Institution_Visiting Research Appointments,,Smithsonian Institution,,,"Jun 21, 2004",,,
00.263,Adjustment to Local Flood Hazard_Tennessee River Basin,,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.264,Electricity Supply and Utilization_Tennessee Valley Region,,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.265,"Forestry, Fish and Wildlife_Tennessee Valley Region",,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.266,Industrial Development_Tennessee Valley Region,,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.267,Local Planning Assistance_Tennessee Valley Region,,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.268,Mineral Resources Development_Tennessee Valley Region,,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.269,Navigation Development and Waterway Transportation_Tennessee River Basin,,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.270,Recreation Development_Tennessee River Basin,,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.271,Topographic and Navigation Maps_Tennessee Valley Region,,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.272,Tributary Area Development_Tennessee River Basin,,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.273,Unified Resource Development_Tennessee Valley Authority,,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.274,Water Quality Control_Tennessee River Basin,,Tennessee Valley Authority,,,"Jun 21, 2004",,,
00.275,Mexican Border Development,,U.S.-mexico Commission for Border Development and Friendship,,,"Jun 21, 2004",,,
00.276,Educational Assistance for Veterans' Children,,"VETERANS AFFAIRS, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.277,Guardianship Services for Veterans' Beneficiaries,,"VETERANS AFFAIRS, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.278,Relocation Housing for Aged or Families Displaced by Urban Renewal,,"VETERANS AFFAIRS, DEPARTMENT OF",,,"Jun 21, 2004",,,
00.279,Veterans Restoration Centers,,"VETERANS AFFAIRS, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.002,Plant and Animal Disease and Plant Control,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.003,Morrill-Nelson Funds for Food and Agricultural Higher Education,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.026,Assistance to States for Intrastate Meat and Poultry Inspection,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.027,Meat and Poultry Inspection,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.050,Rural Environmental Assistance,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.052,Cotton Production Stabilization,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.057,Sugar Production Stabilization,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.058,Wheat Production Stabilization,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.059,National Wool Act Payments,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.060,Beekeeper Indemnity Payments,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.061,Emergency Livestock Feed Program,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.063,Agricultural Conservation Program,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.064,Forestry Incentives Program,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.065,Rice Production Stabilization,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.067,Farmer Owned Reserve Program,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.068,Rural Clean Water Program,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.071,Federal-State Cooperation in Warehouse Examination Agreement,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.075,Special Apple Program,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.076,Emergency Loan for Seed Producers,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.100,Agricultural Futures Markets Supervision,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.140,Special Emphasis Outreach Programs Grants,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.150,Agricultural Product Grading,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.151,Assistance to States for Intrastate Meat and Poultry Inspection,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.152,Export Payments on Agricultural Products,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.154,Market Development and Assistance,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.157,Meat and Poultry Inspection,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.158,Plentiful Foods,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.159,Livestock and Poultry Market Supervision,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.160,Voluntary Commodity Inspection and Grading Programs,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.161,Egg Products Inspection,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.166,Commodity Purchase Services,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.201,Research Facilities,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.204,Rural Development Research,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.208,Alcohol Fuels Research,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.209,1890 Research Facilities,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.211,Higher Education Strengthening Grants,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.213,Competitive Research Grants for Forest and Rangeland Renewable Resources,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.214,Morrill-Nelson Funds for Food and Agricultural Higher Education,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.218,Buildings and Facilities Program,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.240,Alternative Agricultural Research and Commercialization Program,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.251,Technical Assistance to Cooperatives,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.252,Agriculture Statistical Reports,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.300,CCC Export Credit Sales,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.301,Export Payments,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.302,Initiative for Future Agriculture and Food Systems,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.353,National Rural Development Partnership,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.375,Human Nutrition Information Service,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.400,Comprehensive Areawide Water and Sewer Planning Grants,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.401,Economic Opportunity Farm Operating Loans to Cooperatives,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.402,Economic Opportunity Farm Resource Loans,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.403,Economic Opportunity Nonfarm Enterprise Loans,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.408,Grazing Association Loans,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.409,"Irrigation, Drainage and Other Soil and Water Conservation Loans",,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.412,Recreation Association Loans,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.413,Recreation Facility Loans,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.414,Resource Conservation and Development Loans,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.416,Soil and Water Loans,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.418,Water and Waste Disposal Systems for Rural Communities,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.419,Watershed Protection and Flood Prevention Loans,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.422,Business and Industrial Loans,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.423,Community Facilities Loans,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.424,Rural Development Grants,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
10.425,Emergency Livestock Loans,,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,
