Program Title,Program Number
ARRA â Child Care and Development Block Grant,93.713
ARRA â Emergency Contingency Fund for Temporary Assistance for Needy Families (TANF) State Program,93.714
Recovery Act â Comparative Effectiveness Research - AHRQ,93.715
ARRA â Temporary Assistance for Needy Families (TANF) Supplemental Grants,93.716
ARRA - Preventing Healthcare-Associated Infections,93.717
Health Information Technology Regional Extension Centers Program,93.718
Advance Interoperable Health Information Technology Services to Support Health Information Exchange,93.719
ARRA - Survey and Certification Ambulatory Surgical Center Healthcare-Associated Infection (ASC-HAI) Prevention Initiative,93.720
ARRA - Health Information Technology Professionals in Health Care,93.721
ARRA - IHS Tribal Agreements,93.722
"ARRA - Prevention and Wellness-State, Territories and Pacific Islands",93.723
ARRA - Prevention and Wellness â Communities Putting Prevention to Work Funding Opportunities Announcement (FOA),93.724
ARRA - Communities Putting Prevention to Work: Chronic Disease Self-Management Program,93.725
ARRA Accelerating Adoption of Comparative Effectiveness Research (CER),93.726
Beacon Communities - Community Health Peer Learning Program,93.727
ARRA - Strategic Health IT Advanced Research Projects (SHARP),93.728
ARRA âHealth Information Technology and Public Health,93.729
ARRA Prevention Research Centers Comparative Effectiveness Research Program,93.730
ARRA - Prevention and Wellness - Leveraging National Organizations,93.731
Capacity Building Assistance to Strengthen Public Health Immunization Infrastructure and Performance â financed in part by the Prevention and Public Health Fund (PPHF),93.733
State Public Health Approaches for Ensuring Quitline Capacity â Funded in part by Prevention and Public Health Funds (PPHF),93.735
Prevention Public Health Fund: Viral Hepatitis Prevention,93.736
PPHF: Community Transformation Grants -Small Communities Program financed solely by Public Prevention and Health Funds,93.737
PPHF: Racial and Ethnic Approaches to Community Health Program financed solely by Public Prevention and Health Funds,93.738
PPHF: Chronic Disease Innovation Grants - financed solely by Public Prevention Health Funds,93.739
Prevention Public Health Fund: Viral Hepatitis Education,93.740
Breastfeeding Promotion and Support â Improving Maternity Care Practices project financed solely by Public Prevention and Health Funds,93.741
PPHF: Early Childcare and Education Obesity Prevention Program - Obesity Prevention in Young Children - financed solely by Public Prevention and Health Funds,93.742
Racial and Ethnic Approaches to Community Health: Obesity and Hypertension Demonstration Projects financed solely by Prevention and Public Health Funds,93.743
"PPHF: Breast and Cervical Cancer Screening Opportunities for States, Tribes and Territories solely financed by Prevention and Public Health Funds",93.744
PPHF: Health Care Surveillance/Health Statistics â Surveillance Program Announcement: Behavioral Risk Factor Surveillance System Financed in Part by Prevention and Public Health Fund,93.745
PPHF Cooperative Agreements for Prescription Drug Monitoring Program Electronic Health Record (EHR) Integration and Interoperability Expansion,93.748
PPHF â Public Health Laboratory Infrastructure â financed solely by Prevention and Public Health Fund,93.749
PPHF Cooperative Agreement to Support Navigators in Federally-facilitated and State Partnership Exchanges,93.750
PPHF: Consortium for Tobacco Use Cessation Technical Assistance financed by solely by Prevention and Public Health Funds,93.751
"Cancer Prevention and Control Programs for State, Territorial and Tribal Organizations financed in part by Prevention and Public Health Funds",93.752
Child Lead Poisoning Prevention Surveillance financed in part by Prevention and Public Health (PPHF) Program,93.753
Promotion and Support of Optimal Breastfeeding Practices throughout the United States financed solely by Prevention and Public Health Funding (PPHF),93.754
Surveillance for Diseases Among Immigrants and Refugees financed in part by Prevention and Public Health Funds (PPHF),93.755
Nutrition and Physical Activity Program funded solely by Prevention and Public Health  Funds (PPHF),93.756
"State and Local Public Health Actions to Prevent Obesity, Diabetes, Heart Disease and Stroke (PPHF)",93.757
Preventive Health and Health Services Block Grant funded solely with Prevention and Public Health Funds (PPHF),93.758
Consortium for Tobacco Use Cessation Technical Assistance financed solely by Prevention and Public Health Funds,93.759
Rural PACE (Program of All-Inclusive Care for the Elderly) Provider Grant Program,93.760
PPHF- Cooperative Agreements to Implement the National Strategy for Suicide Prevention (Short Title: National Strategy Grants),93.764
PPHF-CDC Partnership: Strengthening Public Health Laboratories,93.765
Demonstration to Maintain Independence and Employment,93.769
Hurricane Katrina Relief,93.776
Grants to States for Operation of Qualified High-Risk Pools,93.780
Seed Grants to States for Qualified High-Risk Pools,93.781
Medicare Transitional Drug Assistance Program for States,93.783
Federal Reimbursement of Emergency Health Services Furnished to Undocumented Aliens,93.784
Pilot Program for National and State Background Checks--Direct Patient Access for Long-Term Care,93.785
State Pharmaceutical Assistance Programs,93.786
Alternatives to Psychiatric Residential Treatment Facilities for Children,93.789
Alternate Non-Emergency Service Providers or Networks,93.790
"Prevention and Control of Chronic Disease and Associated Risk Factors in the U.S. Affiliated Pacific Islands, U.S. Virgin Islands, and P. R.",93.792
Medicaid Transformation Grants,93.793
Reimbursement of State Costs for Provision of Part D Drugs,93.794
Community Health Workers for COVID Response and Resilient Communities,93.795
Increasing the Implementation of Evidence-Based Cancer Survivorship Interventions to Increase Quality and Duration of Life Among Cancer Patients,93.808
"Heart Disease & Stroke Prevention Program and Diabetes Prevention â State and Local Public Health Actions to Prevent Obesity, Diabetes, and Heart Disease and Stroke",93.813
Partner support for heart disease and stroke prevention,93.814
Domestic Ebola Supplement to the Epidemiology and Laboratory Capacity for Infectious Diseases (ELC).,93.815
Support to the World Health Organization (WHO) for Response to the Ebola Virus Disease Outbreak in Western Africa,93.818
National Laboratory Biosafety for Ebola and Other Highly Infectious Diseases,93.819
Area Health Education Centers Infrastructure Development Awards,93.824
Educating State-level Stakeholders on Strategies to Address Winnable Battles in Public Health,93.827
Interoperability Roadmap: Public/Private Partnership,93.830
"Standards Development Organization Collaboration to Enhance Standards Alignment, Testing, and Measurement",93.831
"ACL Centers for Independent Living, Recovery Act",93.844
National Syndromic Surveillance Program Community of Practice (NSSP CoP),93.852
Microbiology and Infectious Diseases Research,93.856
Measuring Interoperability Progress through Individualsâ Access and Use of  the Electronic Health Data,93.857
Strengthening the Public Health System in US-affiliated Pacific Islands (PPHF),93.861
Assistance for Oral Disease Prevention and Control,93.875
The Reduction of Issuer Burden Through Technology Grant Program and The Health Insurance Enforcement and Consumer Protections Grant Program,93.881
High Impact Pilot Awards,93.882
Standards Exploration Award,93.883
Health Care and Other Facilities,93.887
Specially Selected Health Projects,93.888
Healthy Communities Access Program (HCAP) Demonstration Authority,93.890
Alcohol Research Center Grants,93.891
Family and Community Violence Prevention Program,93.910
Cooperative Agreements for State-Based Comprehensive Breast and Cervical Cancer Early Detection Programs,93.919
National Institutes of Health Acquired Immunodeficiency Syndrome Research Loan Repayment Program,93.936
Cooperative Agreements to Support Comprehensive School Health Programs to Prevent the Spread of HIV and Other Important Health Problems,93.938
"Research, Prevention, and Education Programs on Lyme Disease in the United States",93.942
Trauma Care Systems Planning and Development,93.952
Tribal Recruitment and Retention of Health Professionals into Indian Health Programs,93.954
One-Time Funding in Support of the Vermont All-Payer ACO Model,93.961
Health Administration Traineeships Program,93.962
Prevention and Public Health Fund (PPHF) Public Health Traineeships,93.964
The Zika Health Care Services Program,93.966
National All Schedules Prescription Electronic Reporting Grant,93.975
Increasing Public Awareness and Provider Education about Primary Immunodeficiency Disease,93.980
Market Transparency Project for Health IT Interoperability Services Cooperative Agreement Program,93.983
Assistance for Oral Disease Prevention and Control,93.985
Medicare Access and CHIP Reauthorization Act (MACRA) Funding Opportunity: Measure Development for the Quality Payment Program,93.986
Public Health Research Accreditation Project,93.993
Adolescent Family Life_Demonstration Projects,93.995
Bioterrorism Training and Curriculum Development Program,93.996
National Institute on Aging Contract Projects,93.AG8
National Institute on Aging Intramural Programs,93.AG9
Oral Diseases and Disorders Research - R & D Contracts,93.DE7
Oral Diseases and Disorders Research - Intramural Research,93.DE8
Learn and Serve America_School and Community Based Programs,94.004
Learn and Serve America_Higher Education,94.005
Program Development and Innovation Grants,94.007
Training and Technical Assistance,94.009
Learn and Serve America Innovative Community-Based Service-Learning Programs,94.018
