ID,FEDERALPROGRAMNAME,CFDAPREFIX,CFDAEXT
2549,"URBAN, INDOOR, AND OTHER EMERGING AGRICULTURAL PRODUCTION RESEARCH, EDUCATION, AND EXTENSION INITIATIVE",10,333
2550,VETERINARY SERVICES GRANT PROGRAM,10,336
2551,EQUIPMENT GRANTS PROGRAM (EGP),10,519
2552,FOOD AND AGRICULTURE SERVICE LEARNING PROGRAM,10,522
2553,NEW BEGINNINGS FOR TRIBAL STUDENTS,10,527
2554,SNAP-ED TOOLKIT,10,533
2555,CNMI NUTRITION ASSISTANCE,10,539
2556,PL-480 MARKET DEVELOPMENT AND TECHNICAL ASSISTANCE,10,617
2557,INTERNATIONAL AGRICULTURAL EDUCATION FELLOWSHIP PROGRAM,10,619
2558,SCIENTIFIC EXCHANGES PROGRAM,10,620
2559,STATE & PRIVATE FORESTRY HAZARDOUS FUEL REDUCTION PROGRAM,10,697
2560,STATE & PRIVATE FORESTRY COOPERATIVE FIRE ASSISTANCE,10,698
2561,RESEARCH JOINT VENTURE AND COST REIMBURSABLE AGREEMENTS,10,707
2562,COMMUNITY WOOD ENERGY AND WOOD INNOVATION PROGRAM,10,708
2563,FOREST SERVICE 638 AUTHORITY FOR TRIBES,10,711
2564,HIGHER BLENDS INFRASTRUCTURE INCENTIVE PROGRAM,10,754
2565,WETLAND MITIGATION BANKING PROGRAM,10,933
2566,URBAN AGRICULTURE AND INNOVATIVE PRODUCTION,10,935
2567,AGRICULTURAL STATISTICS,10,951
2568,BROAD AGENCY ANNOUNCEMENT,11,015
2569,NOAA SMALL BUSINESS INNOVATION RESEARCH (SBIR) PROGRAM,11,021
2570,BIPARTISAN BUDGET ACT OF 2018,11,022
2571,NATIONAL DEFENSE EDUCATION PROGRAM,12,006
2572,MILITARY HEALTH SERVICES RESEARCH (MHSR),12,007
2573,DREDGED MATERIAL CONTAINMENT AREA,12,008
2574,NATIONAL GUARD MILITARY CONSTRUCTION 12.400,12,009
2575,YOUTH CONSERVATION SERVICES,12,010
2576,DOD HIV/AIDS PREVENTION PROGRAM,12,011
2577,PEST MANAGEMENT AND VECTOR CONTROL RESEARCH,12,355
2578,TRAINING AND SUPPORT – COMBATING WEAPONS OF MASS DESTRUCTION,12,501
2579,COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT OR EXPANSION OF A MILITARY INSTALLATION,12,618
2580,PAST CONFLICT ACCOUNTING,12,740
2581,DEFENSE PRODUCTION ACT TITLE III (DPA TITLE III),12,777
2582,TENANT EDUCATION AND OUTREACH PROGRAM,14,322
2583,FAMILY UNIFICATION PROGRAM (FUP),14,880
2584,ROSS SUPPORTIVE SERVICES PROGRAMS,14,898
2585,TRIBAL HUD-VA SUPPORTIVE HOUSING PROGRAM,14,899
2586,HEALTHY HOMES DEMONSTRATION GRANTS,14,901
2587,OLDER ADULTS HOME MODIFICATION GRANT PROGRAM,14,921
2588,TRIBAL GREAT LAKES RESTORATION INITIATIVE,15,066
2589,STRENGTHENING TRIBAL NATIONS,15,067
2590,TIWAHE HOUSING,15,162
2591,TRIBAL EDUCATION DEPARTMENTS,15,163
2592,YOUTH CONSERVATION OPPORTUNITIES ON PUBLIC LANDS,15,243
2593,FISHERIES AND AQUATIC RESOURCES MANAGEMENT,15,244
2594,PLANT CONSERVATION AND RESTORATION MANAGEMENT,15,245
2595,THREATENED AND ENDANGERED SPECIES,15,246
2596,WILDLIFE RESOURCE MANAGEMENT,15,247
2597,COLORADO RIVER PILOT SYSTEM CONSERVATION,15,568
2598,BAY-DELTA RESTORATION PROGRAM,15,570
2599,SALTON SEA PROGRAM,15,571
2600,AGRICULTURAL WATER USE EFFICIENCY PROGRAM,15,572
2601,TEMPERATURE CONTROL DEVICES AT FOLSOM DAM,15,573
2602,WATER STORAGE ENHANCEMENT,15,574
2603,WHITE-NOSE SYNDROME NATIONAL RESPONSE IMPLEMENTATION,15,684
2604,EXPERIENCED SERVICES,15,876
2605,ROUTE 66 CORRIDOR PRESERVATION,15,958
2606,EDUCATION PROGRAM MANAGEMENT,15,959
2607,SOUTHWEST BORDER RESOURCE PROTECTION PROGRAM,15,963
2608,9/11 MEMORIAL ACT GRANT PROGRAM,15,964
2609,NATIONAL GROUND-WATER MONITORING NETWORK,15,980
2610,RADIUM REMEDIATION AT LAND-GRANT UNIVERSITIES,15,982
2611,NATIONAL CENTER ON RESTORATIVE JUSTICE,16,030
2612,EMMETT TILL COLD CASE INVESTIGATIONS PROGRAM,16,031
2613,ACADEMIC-BASED DRUG FIELD TESTING AND TRAINING INITIATIVE,16,032
2614,COLLABORATIVE MENTAL HEALTH AND ANTI-RECIDIVISM INITIATIVE,16,033
2615,CORONAVIRUS EMERGENCY SUPPLEMENTAL FUNDING PROGRAM,16,034
2616,PREVENTING TRAFFICKING OF GIRLS,16,035
2617,PROSECUTING COLD CASES USING DNA,16,036
2618,STRENGTHENING THE MEDICAL EXAMINER - CORONER SYSTEM,16,037
2619,NATIONAL DECERTIFICATION INDEX,16,038
2620,STOP SCHOOL VIOLENCE,16,839
2621,KEEP YOUNG ATHLETES SAFE,16,840
2622,VOCA TRIBAL VICTIM SERVICES SET-ASIDE PROGRAM,16,841
2623,HURRICANES AND WILDFIRES OF 2017 SUPPLEMENTAL– NATIONAL DISLOCATED WORKER GRANTS,17,286
2624,INTERNATIONAL EXCHANGE ALUMNI PROGRAMS,19,452
2625,OVERSEAS REFUGEE ASSISTANCE PROGRAM FOR SOUTH ASIA,19,523
2626,ORGANIZATION OF AMERICAN STATES PROGRAMS,19,948
2627,OFFICE OF SECURITY AFFAIRS,19,979
2628,AIRCRAFT PILOTS WORKFORCE DEVELOPMENT GRANT PROGRAM,20,111
2629,AVIATION MAINTENANCE TECHNICAL WORKFORCE GRANT PROGRAM,20,112
2630,VETERAN PILOT TRAINING PROGRAM,20,113
2631,MARITIME STUDIES AND INNOVATIONS,20,820
2632,WOMEN ON THE WATER (WOW),20,821
2633,STATE AND LOCAL GOVERNMENT DATA ANALYSIS TOOLS FOR ROADWAY SAFETY,20,935
2634,CORONAVIRUS RELIEF - PANDEMIC RELIEF FOR AVIATION WORKERS,21,018
2635,CORONAVIRUS RELIEF FUND,21,019
2636,UNIVERSAL SERVICE FUND - HIGH COST,32,002
2637,UNIVERSAL SERVICE FUND - LIFELINE,32,003
2638,UNIVERSAL SERVICE FUND - SCHOOLS AND LIBRARIES,32,004
2639,UNIVERSAL SERVICE FUND - RURAL HEALTH CARE,32,005
2640,COVID-19 TELEHEALTH PROGRAM,32,006
2641,GRANTS TO STATE LIBRARY ADMINISTRATIVE AGENCIES,45,016
2642,LAURA BUSH 21ST CENTURY LIBRARIAN PROGRAM,45,017
2643,NATIONAL LEADERSHIP GRANTS,45,018
2644,MUSEUM GRANTS FOR AFRICAN AMERICAN HISTORY AND CULTURE,45,019
2645,NATIVE AMERICAN/NATIVE HAWAIIAN MUSEUM SERVICES,45,028
2646,NATIVE AMERICAN AND NATIVE HAWAIIAN LIBRARY SERVICES,45,029
2647,MUSEUMS FOR AMERICA,45,030
2648,ECONOMIC INJURY DISASTER LOAN EMERGENCY ADVANCE,59,072
2649,PAYCHECK PROTECTION LOAN PROGRAM (PPP),59,073
2650,OED RESOURCE PARTNERS TRAINING PORTAL (RPTP),59,074
2651,SPECIALLY ADAPTED HOUSING ASSISTIVE TECHNOLOGY GRANT PROGRAM,64,051
2652,VETERANS LEGACY GRANTS PROGRAM,64,204
2653,VA CASKET OR URN REIMBURSEMENT PROGRAM,64,205
2654,VA OUTER BURIAL RECEPTACLE ALLOWANCE PROGRAM,64,206
2655,SOUTHEAST NEW ENGLAND COASTAL WATERSHED RESTORATION PROGRAM,66,129
2656,STATE ENVIRONMENTAL JUSTICE COOPERATIVE AGREEMENT PROGRAM,66,312
2657,REDUCING LEAD IN DRINKING WATER (SDWA 1459B),66,443
2658,INNOVATIVE WATER INFRASTRUCTURE WORKFORCE DEVELOPMENT PROGRAM (SDWA 1459E),66,445
2659,TECHNICAL ASSISTANCE FOR TREATMENT WORKS (CWA 104(B)(8)),66,446
2660,SOUTH FLORIDA GEOGRAPHIC INITIATIVES PROGRAM,66,484
2661,TARGETED AIRSHED GRANT PROGRAM,66,956
2662,"ENVIRONMENTAL MONITORING, INDEPENDENT RESEARCH, TECHNICAL ANALYSIS",81,005
2663,MOLYBDENUM-99 PROGRAM,81,009
2664,"OFFICE OF TECHNOLOGY TRANSITIONS (OTT)-TECHNOLOGY DEPLOYMENT, DEMONSTRATION AND COMMERCIALIZATION",81,010
2665,NUCLEAR LEGACY CLEANUP PROGRAM,81,065
2666,EXPAND AND EXTEND CLEAN COAL POWER INITIATIVE,81,131
2667,INTERNATIONAL RESEARCH AND STUDIES,84,017
2668,STATEWIDE FAMILY ENGAGEMENT CENTERS,84,310
2669,EDUCATION STABILIZATION FUND,84,425
2670,IAF ASSISTANCE FOR OVERSEAS PROGRAMS,85,750
2671,PRIORITY GRANT COMPETITION,91,005
2672,LEADING EDGE ACCELERATION PROJECTS (LEAP) IN HEALTH INFORMATION TECHNOLOGY,93,345
2673,ENHANCING THE LOGICAL OBSERVATION IDENTIFIERS NAMES AND CODES (LOINC®) STANDARD TO MEET U.S. INTEROPERABILITY NEEDS,93,346
2674,TRUSTED EXCHANGE FRAMEWORK AND COMMON AGREEMENT (TEFCA) RECOGNIZED COORDINATING ENTITY (RCE) COOPERATIVE AGREEMENT,93,347
2675,TECHNICAL ASSISTANCE TO INCREASE TOBACCO CESSATION,93,348
2676,ASSISTIVE TECHNOLOGY NATIONAL ACTIVITIES,93,362
2677,FLEXIBLE FUNDING MODEL - INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE FOR STATE MANUFACTURED FOOD REGULATORY PROGRAMS,93,367
2678,STRENGTHENING PUBLIC HEALTH SYSTEMS AND SERVICES THROUGH NATIONAL PARTNERSHIPS TO IMPROVE AND PROTECT THE NATION’S HEALTH,93,421
2679,NATIONAL PARTNERSHIPS TO PROMOTE CANCER SURVEILLANCE STANDARDS AND SUPPORT DATA QUALITY AND OPERATIONS OF NATIONAL PROGRAM OF CANCER REGISTRIES,93,422
2680,PROVISION OF  TECHNICAL ASSISTANCE AND TRAINING ACTIVITIES TO ASSURE COMPREHENSIVE CANCER CONTROL OUTCOMES.,93,427
2681,PPHF 2018: PREVENTION HEALTH AND HEALTH SERVICES – STRENGTHENING PUBLIC HEALTH SYSTEMS AND SERVICES THROUGH NATIONAL PARTNERSHIPS TO IMPROVE AND PROTECT THE NATION’S HEALTH – FINANCED IN PART BY PREVENTION AND PUBLIC HEALTH FUNDS (PPHF),93,430
2682,NETWORKING2SAVE”:  CDC’S NATIONAL NETWORK APPROACH TO PREVENTING AND CONTROLLING TOBACCO-RELATED CANCERS IN SPECIAL POPULATIONS,93,431
2683,EVERY STUDENT SUCCEEDS ACT/PRESCHOOL DEVELOPMENT GRANTS,93,434
2684,INNOVATIVE STATE AND LOCAL PUBLIC HEALTH STRATEGIES TO PREVENT AND MANAGE DIABETES AND HEART DISEASE AND STROKE-,93,435
2685,WELL-INTEGRATED SCREENING AND EVALUATION FOR WOMEN ACROSS THE NATION (WISEWOMAN),93,436
2686,STATE PHYSICAL ACTIVITY AND NUTRITION (SPAN,93,439
2687,PARTNER ACTIONS TO IMPROVE ORAL HEALTH OUTCOMES,93,446
2688,COVID-19 TESTING FOR THE UNINSURED,93,461
2689,STRENGTHENING THE TECHNICAL ADVANCEMENT & READINESS OF PUBLIC HEALTH VIA HEALTH INFORMATION EXCHANGE PROGRAM,93,462
2690,TOBACCO PREVENTION AND CONTROL LEGAL TECHNICAL ASSISTANCE,93,465
2691,ASSISTIVE TECHNOLOGY ALTERNATIVE FINANCING PROGRAM,93,469
2692,"GLOBAL TUBERCULOSIS:DEVELOPING,EVALUATING,IMPLEMENTING EVIDENCE-BASED AND INNOVATIVE APPROACHES TO FIND, CURE, AND PREVENT TUBERCULOSIS GLOBALLY",93,494
2693,PROVIDER RELIEF FUND,93,498
2694,NUTRITION AND PHYSICAL ACTIVITY PROGRAMS,93,649
2695,ACCOUNTABLE HEALTH COMMUNITIES,93,650
2696,INDIAN HEALTH SERVICE DOMESTIC VIOLENCE PREVENTION PROGRAMS,93,653
2697,INDIAN HEALTH SERVICE BEHAVIORAL HEALTH PROGRAMS,93,654
2698,"EXTRAMURAL RESEARCH FACILITIES RESTORATION PROGRAM: HURRICANES HARVEY, MARIA, AND IRMA – CONSTRUCTION",93,662
2699,"EXTRAMURAL RESEARCH RESTORATION PROGRAM: HURRICANES HARVEY, MARIA, AND IRMA – NON-CONSTRUCTION",93,663
2700,EMERGENCY GRANTS TO ADDRESS MENTAL AND SUBSTANCE USE DISORDERS DURING COVID-19,93,665
2701,ENGAGING STATE AND LOCAL EMERGENCY MANAGEMENT AGENCIES TO IMPROVE ABILITY TO PREPARE FOR AND RESPOND TO ALL - HAZARDS EVENTS,93,684
2702,CERTIFIED COMMUNITY BEHAVIORAL HEALTH CLINIC EXPANSION GRANTS,93,696
2703,COVID-19 TESTING FOR RURAL HEALTH CLINICS,93,697
2704,TITLE V SEXUAL RISK AVOIDANCE EDUCATION PROGRAM (DISCRETIONARY GRANTS),93,787
2705,"PROMOTING THE CANCER SURVEILLANCE WORKFORCE, EDUCATION AND DATA USE",93,832
2706,SUPPORTING AND MAINTAINING A SURVEILLANCE SYSTEM FOR CHRONIC KIDNEY DISEASE (CKD) IN THE UNITED STATES,93,833
2707,PLANNING GRANT FOR HEALTHCARE AND PUBLIC HEALTH SECTOR CYBERSECURITY INFORMATION SHARING,93,835
2708,"TRANSLATION AND IMPLEMENTATION SCIENCE RESEARCH FOR HEART, LUNG, BLOOD DISEASES, AND SLEEP DISORDERS",93,840
2709,PROMOTING POPULATION HEALTH THROUGH INCREASED CAPACITY IN ALCOHOL EPIDEMIOLOGY,93,845
2710,"IMPROVING EPILEPSY PROGRAMS, SERVICES, AND OUTCOMES THROUGH NATIONAL PARTNERSHIPS",93,850
2711,"NATIONAL COLLABORATION TO SUPPORT HEALTH, WELLNESS AND ACADEMIC SUCCESS OF SCHOOL-AGE CHILDREN",93,858
2712,EMERGING INFECTIONS SENTINEL NETWORKS,93,860
2713,"TRIBAL MATERNAL, INFANT, AND EARLY CHILDHOOD HOME VISITING",93,872
2714,STATE GRANTS FOR PROTECTION AND ADVOCACY SERVICES,93,873
2715,TRAINING AND TECHNICAL ASSISTANCE,94,009
2716,DRUG-FREE COMMUNITIES SUPPORT PROGRAM - NATIONAL YOUTH LEADERSHIP INITIATIVE,95,008
2721,LIVESTOCK FORAGE DISASTER PROGRAM,10,089
2722,BIOFUEL INFRASTRUCTURE PARTNERSHIP,10,117
2723,CONSERVATION RESERVE PROGRAM FOREST INVENTORY ANALYSIS PILOT PROGRAM,10,122
2724,SEAFOOD TRADE RELIEF PROGRAM (STRP),10,131
2461,MARKET FACILITATION PROGRAM (D),10,123
2462,FARM-TO-FLEET FEEDSTOCK PROGRAM BIOFUEL PRODUCTION INCENTIVE,10,124
2463,HAZARDOUS WASTE MANAGEMENT (B),10,125
2464,DAIRY MARGIN COVERAGE (C),10,127
2465,WILDFIRES AND HURRICANES INDEMNITY PROGRAM PLUS (D),10,129
2466,FARMERS MARKET AND LOCAL FOOD PROMOTION PROGRAM (B),10,175
2467,DAIRY BUSINESS INNOVATION INITIATIVES (B),10,176
2468,REGIONAL FOOD SYSTEM PARTNERSHIPS (B),10,177
2469,TRADE MITIGATION PROGRAM ELIGIBLE RECIPIENT AGENCY OPERATIONAL FUNDS (A),10,178
2470,AGRICULTURE INNOVATION CENTER DEMONSTRATION PROGRAM (B),10,377
2471,CENTERS OF EXCELLENCE AT 1890 INSTITUTIONS (B),10,523
2472,SCHOLARSHIPS FOR STUDENTS AT 1890 INSTITUTIONS (B),10,524
2473,FARM AND RANCH STRESS ASSISTANCE NETWORK COMPETITIVE GRANTS PROGRAM (B),10,525
2474,USDA WIC TELEHEALTH EVALUATION COLLABORATIVE (B),10,528
2475,FOOD DISTRIBUTION PROGRAM ON INDIAN RESERVATIONS (FDPIR) NUTRITION PARAPROFESSIONAL TRAINING PROJECT (B),10,529
2476,STATE AGENCY: FARM TO SCHOOL PROGRAM TRAINING AND CURRICULA 95.003 DFC NATIONAL COMMUNITY ANTIDRUG COALITION (B),10,531
2477,SCHOOL NUTRITION TRAINING GRANT FOR ALLIED PROFESSIONAL 95.009 DRUG-FREE COMMUNITIES (DFC) SUPPORT PROGRAM (B) ORGANIZATIONS (B),10,532
2478,"RURAL ECONNECTIVITY PILOT PROGRAM (B, E)",10,752
2479,HEALTHY FOOD FINANCING INITIATIVE (B),10,872
2480,"FERAL SWINE ERADICATION AND CONTROL PILOT PROGRAM (C, Z)",10,934
2481,AMERICORPS VISTA RECRUITMENT SUPPORT (Z),94,027
2482,COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR RESPONDING TO THREATS TO THE RESILIENCE OF A MILITARY INSTALLATION (B),12,003
2483,FORT HUACHUCA SENTINEL LANDSCAPES FOR MILITARY TRAINING (B),12,004
2484,CONSERVATION AND REHABILITATION OF NATURAL RESOURCES ON MILITARY INSTALLATIONS (B),12,005
2485,"CYBERSECURITY, ENERGY SECURITY & EMERGENCY RESPONSE (CESER) (B)",81,008
2486,REMEDIAL ACTION AND WASTE MANAGEMENT (B),81,092
2487,STUDENT DRIVEN RESEARCH AND LONG TERM MONITORING OF SELECTED POPULATIONS IN THE VALLEY AND RIDGE ECO-REGION (B),81,102
2488,ASSISTANCE FOR SMALL AND DISADVANTAGED COMMUNITIES DRINKING WATER GRANT PROGRAM (SDWA 1459A) (A),66,442
2489,LEAD TESTING IN SCHOOL AND CHILD CARE PROGRAM DRINKING WATER (SDWA 1464(D)) (A),66,444
2490,WATER INFRASTRUCTURE FINANCE AND INNOVATION (WIFIA) (E),66,958
2491,SUPERFUND STATE AND INDIAN TRIBE COMBINED COOPERATIVE AGREEMENTS (SITE-SPECFIC AND CORE) (B),66,961
2492,COLUMBIA RIVER BASIN RESTORATION (CRBR) PROGRAM (B),66,962
2493,DFC NATIONAL COMMUNITY ANTIDRUG COALITION INSTITUTE (B),95,003
2494,DRUG-FREE COMMUNITIES (DFC) SUPPORT PROGRAM (B),95,009
2495,TITLE: MULTIPLE APPROACHES TO SUPPORT YOUNG BREAST CANCER SURVIVORS AND METASTATIC BREAST CANCER PATIENTS (B),93,376
2496,"PREVENTION AND CONTROL OF CHRONIC DISEASE AND ASSOCIATED RISK FACTORS IN THE U.S. AFFILIATED PACIFIC ISLANDS, U.S. VIRGIN ISLANDS, AND P. R. (B)",93,377
2497,INTEGRATED CARE FOR KIDS MODEL (A),93,378
2498,THE CDC PUBLIC HEALTH CANCER GENOMICS PROGRAM: TRANSLATING RESEARCH INTO PUBLIC HEALTH PRACTICE (B),93,380
2499,"EMERGENCY TRIAGE, TREAT, AND TRANSPORT (ET3) MODEL (A)",93,381
2500,NATIONAL AND STATE TOBACCO CONTROL PROGRAM (B),93,387
2501,TITLE IV-E KINSHIP NAVIGATOR PROGRAM (A),93,471
2502,TITLE IV-E PREVENTION AND FAMILY SERVICES AND PROGRAMS (A),93,472
2503,PREVENTING MATERNAL DEATHS: SUPPORTING MATERNAL MORTALITY REVIEW COMMITTEES (B),93,478
2504,GOOD HEALTH AND WELLNESS IN INDIAN COUNTRY (A),93,479
2505,NATIONAL HARM REDUCTION TECHNICAL ASSISTANCE AND SYRINGE SERVICES PROGRAM (SSP) MONITORING AND EVALUATION FUNDING OPPORTUNITY,93,488
2506,CHILD CARE DISASTER RELIEF (A),93,489
2507,SUBSTANCE USE-DISORDER PREVENTION THAT PROMOTES OPIOID RECOVERY AND TREATMENT (SUPPORT) FOR PATIENTS AND COMMUNITIES ACT (B),93,664
2508,MEDICAL STUDENT EDUCATION,93,680
2509,DRUG VIAL SIZE REPORT (A),93,685
2510,ENDING THE HIV EPIDEMIC: A PLAN FOR AMERICA — RYAN WHITE HIV/AIDS PROGRAM PARTS A AND B (B),93,686
2511,MATERNAL OPIOID MISUSE MODEL (A),93,687
2512,INTEGRATING THE HEALTHCARE ENTERPRISE FHIR COOPERATIVE AGREEMENT PROGRAM (B),93,691
2513,SPECIALIZED HOUSING AND SERVICES FOR VICTIMS OF HUMAN TRAFFICKING (Z),14,279
2514,LEAD HAZARD CONTROL FOR HIGH RISK AREAS (B),14,920
2515,EXPERIENCED WORKERS SUPPORT SERVICES ACTIVITIES (B),15,011
2516,RESIDENTIAL ENVIRONMENTAL LEARNING CENTERS (B),15,012
2517,NATIONAL LANDSCAPE CONSERVATION SYSTEM (B),15,248
2518,EDUCATIONAL OUTREACH (B),15,569
2519,EXPERIENCED SERVICES (B),15,682
2520,PRESCOTT MARINE MAMMAL RESCUE ASSISTANCE (B),15,683
2521,COMBATTING CONTRABAND CELL PHONE USE IN PRISONS (B),16,844
2522,GULF STATES REGIONAL LAW ENFORCEMENT TECHNOLOGY TRAINING AND TECHNICAL ASSISTANCE INITIATIVE (B),16,843
2523,JOB CORPS EXPERIMENTAL PROJECTS AND TECHNICAL ASSISTANCE (B),17,287
2524,WOMEN IN APPRENTICESHIP AND NONTRADITIONAL OCCUPATIONS (“WANTO”) TECHNICAL ASSISTANCE GRANT PROGRAM (B),17,701
2525,"MAKERSPACE TRAINING, COLLABORATION, AND HIRING (MATCH) (B)",59,071
2526,"CONTRIBUTIONS TO INTERNATIONAL ORGANIZATIONS-IO (A, C)",19,034
2527,"ORGANIZATION OF AMERICAN STATES PROGRAMS (A, B)",19,129
2528,FISCAL TRANSPARENCY INNOVATION FUND (A),19,662
2529,PORT INFRASTRUCTURE DEVELOPMENT PROGRAM (B),20,823
2530,SOCIAL IMPACT PARTNERSHIPS TO PAY FOR RESULTS ACT (SIPPRA) (B),21,017
2531,SNAP FRAUD FRAMEWORK IMPLEMENTATION GRANT,10,535
2532,INNOVATIVE REHABILITATION TRAINING,84,263
2533,OPIOID AFFECTED YOUTH INITIATIVE,16,842
2534,ECA - AMERICAN SPACES,19,441
2535,HEAD START DISASTER RECOVERY,93,356
2536,IMPROVING THE HEALTH OF AMERICANS THROUGH PREVENTION AND MANAGEMENT OF DIABETES AND HEART DISEASE AND STROKE,93,426
2537,"MATERNAL, INFANT AND EARLY CHILDHOOD HOME VISITING GRANT",93,870
2725,CORONAVIRUS FOOD ASSISTANCE PROGRAM 2,10,132
2726,QUALITY LOSS ADJUSTMENT PROGRAM,10,133
2727,RURAL HOUSING SITE LOANS AND SELF HELP HOUSING LAND DEVELOPMENT LOANS,10,411
2728,CACFP MEAL SERVICE TRAINING GRANTS,10,534
2729,PANDEMIC EBT FOOD BENEFITS,10,542
2730,HEALTHIER US SCHOOL CHALLENGE: SMARTER LUNCHROOMS,10,543
2731,AGRICULTURAL TRADE PROMOTION PROGRAM,10,618
2732,PANDEMIC EBT ADMINISTRATIVE COSTS,10,649
2733,GREAT AMERICAN OUTDOORS ACT DEFERRED MAINTENANCE PROGRAM,10,712
2734,RURAL DEVELOPMENT COOPERATIVE AGREEMENT PROGRAM,10,890
2735,"SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM) TALENT CHALLENGE PROGRAM",11,023
2736,BUILD TO SCALE,11,024
2737,FISHERIES DISASTER RELIEF,11,477
2738,NATIONAL OCEAN SERVICE INTERN PROGRAM,11,480
2739,MARINE DEBRIS PROGRAM,11,999
2740,"MANAGEMENT OF UNDERSIRABLE PLANTS ON FEDERAL LANDS, 7 U.S.C. 2814",12,012
2741,FORT HUACHUCA ENVIRONMENTAL TRAINING,12,450
2742,TROOPS TO TEACHERS GRANT PROGRAM,12,620
2743,RURAL HOUSING AND ECONOMIC DEVELOPMENT,14,250
2744,PAY FOR SUCCESS PERMANENT SUPPORTIVE HOUSING DEMONSTRATION,14,273
2745,NATIVE LANGUAGE IMMERSION GRANT,15,161
2746,NOT FOR PROFIT,15,443
2747,SAN GABRIEL BASIN RESTORATION,15,526
2748,COLORADO RIVER BASIN ACT OF 1968,15,541
2749,"BUNKER HILL GROUNDWATER BASIN, RIVERSIDE-CORONA FEEDER",15,545
2750,TRIBAL TECHNICAL  COLLEGES,15,960
2751,SPECIAL DOMESTIC VIOLENCE CRIMINAL JURISDICTION IMPLEMENTATION,16,025
2752,INTERNATIONAL LABOR PROGRAMS,17,007
2753,AMBASSADOR'S SPECIAL SELF HELP FUND,19,220
2754,PARTNERSHIP FOR REGIONAL EAST AFRICA COUNTERTERRORISM (PREACT):,19,980
2755,E-911 GRANT PROGRAM,20,615
2756,EMERGENCY RENTAL ASSISTANCE PROGRAM,21,023
2757,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS RAPID RESPONSE PROGRAM (CDFI RRP),21,024
2758,CONNECTED CARE PILOT PROGRAM,32,007
2759,STATE APPRAISER AGENCY SUPPORT GRANTS,38,006
2760,TRAINING AND TECHNICAL ASSISTANCE FOR STATE APPRAISER REGULATORY AGENCIES,38,008
2761,BOARD SUPPORT AND INNOVATION GRANT,38,009
2762,INNOVATIVE WATER TECHNOLOGY GRANT PROGRAM,66,521
2763,BUSINESS AND INTERNATIONAL EDUCATION PROJECTS,84,153
2764,DISABILITY INNOVATION FUND (DIF),84,421
2765,DISASTER RECOVERY ASSISTANCE FOR EDUCATION,84,938
2766,2018 HAVA ELECTION SECURITY GRANTS,90,404
2767,MULTIPLE APPROACHES TO SUPPORT YOUNG BREAST CANCER SURVIVORS AND METASTATIC BREAST CANCER PATIENTS,93,374
2768,PPHF2018-NATIONAL ORGANIZATION FOR CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION-FINANCED IN PART BY 2018 PREVENTION AND PUBLIC HEALTH FUNDS,93,437
2769,ALZHEIMER'S DISEASE PROGRAM INITIATIVE (ADPI),93,470
2770,COMMUNITY HEALTH WORKERS FOR PUBLIC HEALTH RESPONSE AND RESILIENT,93,495
2771,STATE AND NATIONAL TOBACCO CESSATION SUPPORT SYSTEMS,93,699
2772,"PREVENTION AND CONTROL OF CHRONIC DISEASE AND ASSOCIATED RISK FACTORS IN THE U.S. AFFILIATED PACIFIC ISLANDS, U.S. VIRGIN ISLANDS, AND P. R.",93,792
2773,COMMUNITY HEALTH WORKERS FOR COVID RESPONSE AND RESILIENT COMMUNITIES,93,795
2774,"STANDARDS DEVELOPMENT ORGANIZATION COLLABORATION TO ENHANCE STANDARDS ALIGNMENT, TESTING, AND MEASUREMENT",93,831
2775,TRACKING ELECTRONIC HEALTH RECORD ADOPTION AND CAPTURING RELATED INSIGHTS IN U.S. HOSPITALS,93,851
2776,NATIONAL SYNDROMIC SURVEILLANCE PROGRAM COMMUNITY OF PRACTICE (NSSP COP),93,852
2777,STRENGTHENING THE PUBLIC HEALTH SYSTEM IN US-AFFILIATED PACIFIC ISLANDS (PPHF),93,861
2778,HIGH IMPACT PILOT AWARDS,93,882
2779,RESEARCH AND DATA ANALYSIS,95,007
2781,AMERICAN RESCUE PLAN ACT OF 2021 LOAN PAYMENT,10,136
2782,MEAT AND POULTRY INTERSTATE SHIPMENT AND INSPECTION READINESS PROGRAM (ISIRP),10,180
2783,EXTENSION COLLABORATIVE ON IMMUNIZATION TEACHING & ENGAGEMENT,10,229
2784,MULTI-FAMILY HOUSING NON-PROFIT TRANSFER TECHNICAL ASSISTANCE GRANTS,10,494
2785,FARM LABOR HOUSING TECHNICAL ASSISTANCE GRANTS,10,495
2786,TRIBAL BROADBAND CONNECTIVITY PROGRAM,11,029
2787,BROADBAND INFRASTRUCTURE PROGRAM,11,031
2788,COOPERATIVE INSTITUTE (INTER-AGENCY FUNDED ACTIVITIES),11,405
2789,DEFENSE CIVILIAN TRAINING CORPS (DCTC) - SCHOLARSHIP/INTERNSHIP,12,013
2790,ONRAMPII,12,014
