,ID,REPORTID,VERSION,DBKEY,AUDITYEAR,SEQ_NUMBER,TYPE_ID,NOTE_INDEX,TITLE,CONTENT,UEI,MULTIPLEUEIS
231826,354074,942573,1,254436,2021,3,3,0,COVID-19 Provider Relief Fund,"In accordance with the 2021 compliance supplement, the amount included in the schedule is based on the Provider Relief Fund Reporting Portal for funds received from April 10, 2020 to December 31, 2020 for Period 1 and Period 2 reporting. The schedule includes $ 883,065 funds received during 2020 and recognized as grant revenue in the financial statements in the year ended December 31, 2020 but is included in the schedule for the year ended December 31, 2021. ",,
232511,208244,882446,1,126069,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
232512,208245,882446,1,126069,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,The schedule of expenditures of federal awards is prepared on the accrual basis of accounting.,,
232513,208246,882446,1,126069,2021,3,3,0,Loan/loan guarantee outstanding balances,MORTGAGE INSURANCE FOR THE PURCHASE OR REFINANCING OF EXISTING MULTIFAMILY HOUSING PROJECTS (14.155) - Balances outstanding at the end of the audit period were 3996489. ,,
233078,255272,907158,1,55462,2021,4,3,0,Reconciliation to the Financial Statements,"Total federal grant revenue per Schedule A: $5,990,859, Total commodities received: $803,779, Commodities received in advance: $(346,296), Federal expenditures per SEFA: $6,448,342.",,
233079,255273,907158,1,55462,2021,3,3,0,Basis of Presentation,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of Human Development Commission and Subsidiary under programs of the federal government for the year ended September 30, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of Human Development Commission and Subsidiary, it is not intended to and does not present the financial position, changes in net assets, functional expenses, or cash flows of Human Development Commission and Subsidiary.",,
233080,255274,907158,1,55462,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
233081,255275,907158,1,55462,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following, as applicable, either the cost principles contained in the Uniform Guidance where certain types of expenditures are not allowable or are limited as to reimbursement.",,
233816,299158,920675,1,66473,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (Schedule) includes the federal awardsactivity of the Corporation under programs of the federal government for the year ended April 30, 2021.The information in this Schedule is presented in accordance with the requirements of Title 2 U.S Code ofFederal Regulations, Part 200, Uniform Administrative Requirements, Cost Principles, and AuditRequirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selectedportion of the Corporation, it is not intended to and does not present the financial position, changes in netassets or cash flows of the Corporation.",,
233819,299159,920675,1,66473,2021,2,2,2,10% De Minimis Cost Rate,The Corporation has elected to use the 10-percent de minimis indirect cost rate allowed under the Uniform Guidance.,,
233820,299160,920675,1,66473,2021,3,3,0,Summary of Significant Accounting Policies,"Expenditures reported on the accompanying Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following, as applicable, either the cost principles of OMB Circular A-122 or the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
234331,317054,929505,1,111783,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance and/or Circular A-122, Cost Principles for Non-Profit Organizations, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
234332,317055,929505,1,111783,2021,2,2,1,10% De Minimis Cost Rate,"A New Leaf, Inc. has elected to use a 10% de minimus cost rate as allowed under the Uniform Guidance.",,
236722,279179,918068,1,133590,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes federal grant activity of the District and is presented under the modified accrual basis of accounting. The July 2021 Edition of the Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements of Federal Awards (Uniform Guidance) and the 2021 Compliance Supplement Addendum require a disclosure of the financial activities of all federally funded programs. This schedule was prepared to comply with the Uniform Guidance and state requirements. Therefore, some amounts presented in this schedule may differ from amounts used in the preparation of the general purpose financial statements. The District has elected not to use the 10-percent de minimis indirect cost rate allowed under the Uniform Guidance.",,
236723,279180,918068,1,133590,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
237277,280602,918498,1,137440,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"NOTE 1 BASIS OF PRESENTATIONThe accompanying schedule of expenditures of federal awards (the Schedule) includes thefederal award activity of the Athens Housing Authority (the Authority) under programs ofthe federal government for the year ended June 30, 2021. The information in this Scheduleis presented in accordance with the requirements of Title 2 US Code of Federal RegulationsPart 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirementsfor Federal Awards (Uniform Guidance). Because the Schedule presents only a selectedportion of the operations of the Authority, it is not intended to and does not present thefinancial position, changes in net position, or cash flows of the Authority.NOTE 2 SUMMARY OF SIGNIFICANT ACCOUNTING POLICIESExpenditures reported on the Schedule are reported on the accrual basis of accounting. Suchexpenditures are recognized following the cost principles contained in the UniformGuidance, wherein certain types of expenditures are not allowable or are limited asto reimbursement.NOTE 3 INDIRECT COST RATEThe Authority has elected not to use the 10-percent de minimis indirect cost rate as allowedunder the Uniform Guidance.",,
