"Assistance Listings Number","Title","Types of Assistance","Department/Ind. Agency","Sub-Tier","Related Federal Assistance","Last Date Modified","Date Published","Funded","POC Information"
"15.813","Cooperative Research Units Training Program","B - Project Grants (Discretionary)","INTERIOR, DEPARTMENT OF THE","U.S. Geological Survey","15.812","Oct 16, 2014","Sep 2, 2012","false","Kevin G. Whalen,
Department of the Interior, Geological Survey, MS 303 National Center, 12201 Sunrise Valley Drive, Reston VA 20192
(703) 648-4062
"
"10.437","Interest Assistance Program","F - Guaranteed/Insured Loans","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","10.407, 10.406","Sep 19, 2014","Aug 28, 2013","false","Bob Bonnet
USDA FSA DAFLP LMD
1400 Independence Avenue, SW
, Washington DC 20250-0522
(202) 720-3889
"
"10.101","Hawaii Sugar Disaster Program","C - Direct Payments for Specified Use","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","N/A","Sep 19, 2014","Mar 31, 2013","false","Steve Peterson,
USDA, Deputy Administrator for Farm Programs, Production, Emergencies, and Compliance Division, Disaster Assistance Branch, 14th and Independence Ave SW, Stop 0517, Washington DC 20250
(202) 720-5172
"
"10.095","Durum Wheat Quality Program","C - Direct Payments for Specified Use","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","N/A","Sep 19, 2014","Aug 25, 2013","false","Amy Mitchell,
USDA, FSA, Production, Emergencies, & Compliance Division, 1400 Independence Ave SW Stop 0517, Washington DC 20250
(202) 720-8954
"
"10.141","Dairy Product Price Support Program","H - Sale, Exchange, or Donation of Property and Goods","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","10.080","Sep 19, 2014","Aug 28, 2013","false","William A March
1400 Independence Ave SW, Washington DC 20250
202-720-4037
"
"10.901","Resource Conservation and Development","Z - Salaries and Expenses","AGRICULTURE, DEPARTMENT OF","NATURAL RESOURCES CONSERVATION SERVICE","10.902","Sep 16, 2014","Sep 14, 2013","false","Dan Lawson
Natural Resources Conservation Service, Department of Agriculture, 
1400 Independence Avenue, SW
 P.O. Box 2890 , Washington DC 20013
202-720-1510
"
"10.856","1890 Land Grant Institutions Rural Entrepreneurial Outreach Program","A - Formula Grants","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","N/A","Sep 12, 2014","Sep 12, 2013","false","Natalie Melton
1400 Independence Ave, Washington DC 20250
202-690-1371
"
"10.778","Research on the Economic Impact of Cooperatives","C - Direct Payments for Specified Use (Cooperative Agreements)","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","N/A","Sep 12, 2014","Sep 14, 2013","false","Deputy Administrator of Coopertativ
1400 Independence Ave, mail stop 3250, Washington DC 20250
202-720-7558
"
"10.254","Program of Research on the Economic of Invasive Species Management (PREISM)","B - Cooperative Agreements (Discretionary Grants)","AGRICULTURE, DEPARTMENT OF","ECONOMIC RESEARCH SERVICE","10.500, 10.200, 10.202, 10.700, 10.001, 10.203, 10.153","Sep 12, 2014","Aug 23, 2013","false","Nancy A. Thomas
355 E Street SW, Room 7-174, Washington DC 20024-3231
2026945008
"
"66.810","Chemical Emergency Preparedness and Prevention (CEPP) Technical Assistance Grants Program","B - Cooperative Agreements","ENVIRONMENTAL PROTECTION AGENCY","","N/A","Sep 9, 2014","Aug 23, 2013","false","Sherry Fielding,
OSWER/OEM/POCD (5104A), EPA HQ, Ariel Rios Building, 1200 Pennsylvania Ave., NW, Washington DC 20460
(202) 564-6174.
"
"66.035","Community Action for a Renewed Environment (CARE) Program","B - Project Grants","ENVIRONMENTAL PROTECTION AGENCY","","N/A","Sep 9, 2014","Aug 2, 2013","false","Marva King
EPA Headquarters, Ariel Rios Building , 1200 Pennsylvania Avenue, N. W. , Mail Code: 6101A 
, Washington DC 20460
(202) 564-2599.
"
"16.111","Joint Law Enforcement Operations (JLEO)","B - Cooperative Agreements","JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","N/A","Sep 9, 2014","Mar 29, 2013","false","Gene Patton
1400 New York Avenue, NW
2nd Floor, Washington  DC 20005
202-514-1263
"
"66.478","Water Security Training and Technical Assistance and Water Security Initiative Contamination Warning System Pilots","B - Cooperative Agreements","ENVIRONMENTAL PROTECTION AGENCY","","66.474","Sep 3, 2014","Jul 30, 2013","false","Nancy Muzzy,
EPA, Water Security Division, Mail Code 140, 26 W. Martin Luther King Drive, Cincinnati OH 45268
513-569-7864.
"
"66.471","State Grants to Reimburse Operators of Small Water Systems for Training and Certification Costs","A - Formula Grants","ENVIRONMENTAL PROTECTION AGENCY","","66.468","Sep 3, 2014","Jul 26, 2013","false","Allison Watanabe
Protection Branch (4606M), Drinking Water Protection Division, Office of Groundwater and Drinking Water, U.S. Environmental Protection Agency, Washington DC 20460
(202) 564-0128
"
"97.016","Reimbursement for Firefighting on Federal Property","C - Direct Payments for Specified Use","HOMELAND SECURITY, DEPARTMENT OF","","N/A","Aug 27, 2014","Jun 22, 2013","false","Headquarters: Dept of Homeland Security, Federal Emergency Management Agency (FEMA)
245 Murray Lane, Bldg 410, Washington  DC 20523
(1-866) 927-5646
"
"93.058","Tobacco Regulation Awareness, Communication, and Education Program","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","FOOD AND DRUG ADMINISTRATION","N/A","Aug 25, 2014","Aug 21, 2013","false","Tracy Galloway
FDA/ CTP
Office of Health Communication and Education 
9200 Corporate Blvd., Rockville MD 20850
301-796-9210
"
"15.513","Dutch John Federal Property and Disposition  Assistance Act","B - Project Grants","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","N/A","Aug 23, 2014","May 3, 2013","false","Mr. C. Steven Hulet
1849 C Street, NW , District of Columbia WA 20240
(435) 885-3238
"
"93.731","ARRA - Prevention and Wellness - Leveraging National Organizations","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES","N/A","Aug 18, 2014","Sep 12, 2013","false","Eric C. West
Tower Building Suite 550
1101 Wootton Parkway, Rockville MD 20852
2404538822
"
"84.275","Rehabilitation Training_General Training","B - Project Grants","EDUCATION, DEPARTMENT OF","OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES","84.264, 84.160, 84.129, 84.235, 84.265, 84.246","Aug 14, 2014","Aug 23, 2013","false","Tom Finch,
Department of Education, OSERS Rehabilitation Services Administration, 400 Maryland Ave., SW,, Washington DC 20202
(202) 245-7343.
"
"93.414","ARRA - State Primary Care Offices","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","93.130, 93.288, 93.162","Aug 11, 2014","Aug 16, 2013","false","Office of Shortage Designation 
5600 Fishers Lane, Room 9A-55, Rockville MD 20857
(301) 594-0816.
"
"93.415","ARRA - Centers of Excellence","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","93.157","Aug 11, 2014","Aug 22, 2013","false","Violet Woo
5600 Fishers Lane, Room 9C-26, Rockville MD 20857
(301) 443-8032
"
"93.420","ARRA - Community Health Applied Research Network","Z - Salaries and Expenses","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","N/A","Aug 11, 2014","Aug 15, 2013","false","Robert Mills,  
5600 Fishers Lane, Room 7C-07, Rockville MD 20857
(301) 443-3899.
"
"93.404","ARRA – Dental Public Health Residency Training Grants","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","93.236","Aug 11, 2014","Aug 22, 2013","false","Division of Medicine and Dentistry, Bureau of Health Professions, HRSA
5600 Fishers Lane, Room 9A-27, Rockville MD 20857
(301) 443-6190
"
"93.402","ARRA - State Loan Repayment Program","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","93.162","Aug 11, 2014","Aug 16, 2013","false","Bureau of Clinician Recruitment and Service, Health Resources and Services Administration, Department of Health and Human Services
5600 Fishers Lane, Room 8-37, Rockville MD 20857
(301) 594-4400
"
"93.212","Chiropractic Demonstration Project Grants","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH RESOURCES AND SERVICES ADMINISTRATION","N/A","Aug 11, 2014","Aug 22, 2013","false","CAPT Young Song
5600 Fishers Lane, Room 9C-05, Rockville MD 20857
(301) 443-3353
"
"14.199","Multifamily Property Disposition","C - Direct Payments for Specified Use","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Housing-Federal Housing Commissioner","14.871","Aug 11, 2014","Aug 9, 2014","false","Scott R. Bearden
801 Cherry Street, Fort Worth TX 76102
(817) 978-5804 
"
"14.167","Mortgage Insurance_Two Year Operating Loss Loans, Section 223(d)","F - Guaranteed/Insured Loans","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Housing-Federal Housing Commissioner","N/A","Aug 11, 2014","Aug 9, 2014","false","Carmelita James
451 Seventh Street SW, washington DC 20410
(202) 402-2579
"
"14.421","Limited English Proficiency Initiative","B - Cooperative Agreements","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Fair Housing and Equal Opportunity","N/A","Aug 7, 2014","Aug 7, 2014","false","George D. Williams
451 7th Street, S.W>, Washingyton DC 20410
202-402-3983
"
"93.607","Affordable Care Act - Preparedness and Emergency Response Research Centers: A Public Health Systems Approach","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Aug 7, 2014","Aug 24, 2013","false","Van A. King
OPHPR
1600 Clifton Road
Mailstop D-29
, Atlanta GA 30333
404-639-5276
"
"17.279","Green Jobs Innovation Fund Grants","B - Project Grants (Discretionary)","LABOR, DEPARTMENT OF","EMPLOYMENT AND TRAINING ADMINISTRATION","N/A","Aug 5, 2014","Aug 18, 2013","false","Jennifer W. Troke,
Department of Labor, 200 Constitution Ave. NW, N-4643, Washington DC 20210
(202) 693-3949
"
"57.005","Economic Recovery Payments","D - Direct Payments with Unrestricted Use","RAILROAD RETIREMENT BOARD","","57.001","Jul 22, 2014","Aug 4, 2013","false","Railroad Retirement Board,
844 North Rush Street, Chicago IL 60611-2092
(312) 751-4777.
"
"14.704","Community Challenge Planning Grants and the Department of Transportation's TIGER II Planning Grants","B - Cooperative Agreements","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Sustainable Housing and Community","14.703, 14.705","Jul 22, 2014","Aug 8, 2012","false","Sunaree K Marshall
451 7th Street SW
Room 10180, Washington DC 20410
2024026011
"
"14.703","Sustainable Communities Regional Planning Grant Program","B - Cooperative Agreements (Discretionary Grants)","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Sustainable Housing and Community","14.704, 14.705","Jul 22, 2014","Aug 8, 2012","false","Dwayne S. Marsh
451 7th Street SW
Room 10180, Washington DC 20410
(202) 402-6316
"
"20.515","State Planning and Research","B - Project Grants","TRANSPORTATION, DEPARTMENT OF","FEDERAL TRANSIT ADMINISTRATION","20.500, 20.514, 20.507, 20.205, 20.505","Jul 21, 2014","Jul 25, 2013","false","Candace Noonan
1200 New Jersey Ave., S.E , Washington DC 20590
(202) 366-1648.
"
"93.016","Postal Model for Medical Countermeasures Delivery and Distribution","B - Cooperative Agreements (Discretionary Grants)","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES","N/A","Jul 14, 2014","Aug 15, 2013","false","Delaine E Black
Countermeasures Dispensing Program, Office of Preparedness and Emergency Operations, Office of the Assistant Secretary for Preparedness and Response, Department of Health and Human Services, 200 Independence Ave., SW, Suite 638G, Washington DC 20201
202-401-5829
"
"14.420","Fair Housing Initiatives Program Enforcement Testing Technical Assistance","B - Cooperative Agreements","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Fair Housing and Equal Opportunity","14.408, 14.401","Jun 24, 2014","Aug 22, 2013","false","Myron Newry,
451 7th Street, S.W., Room 5224, Washington DC 20410
(202) 402-7095.
"
"14.419","Section 3 Coordination and Implementation","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Fair Housing and Equal Opportunity","N/A","Jun 24, 2014","Aug 22, 2013","false","Staci Gilliam
451 7th Street, S.W., Room 5236, Washington DC 20410
202-402-3468
"
"14.887","Native American Housing Block Grants (Competitive) Recovery Act Funded","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Public and Indian Housing","15.124, 14.862, 15.141, 93.612","Jun 23, 2014","Aug 7, 2011","false","Jennifer Bullough
451 Seventh Street, S.W., Room 5156, Washington DC 20410
(202) 402.4274
"
"14.262","Homeless Prevention and Rapid Re-Housing Program Technical Assistance","B - Cooperative Agreements","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Community Planning and Development","14.238, 14.235, 14.241, 14.249, 14.231, 14.231","Jun 16, 2014","Aug 8, 2012","false","Michael Roanhouse,
Office of Special Needs Assistance Programs, Room 7262, Office of Community Planning and Development,  Department of Housing and Urban Development, Washington DC 20410
(202) 708-1226.
"
"14.890","Capital Fund Education and Training Community Facilities","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","Office of Public and Indian Housing","14.872","Jun 6, 2014","Jul 4, 2013","false","Jeffrey Riddel,
451 7th St. SW, Room 4146, Washington DC 20410
(202) 708-1640.
"
"97.069","Aviation Research Grants","B - Project Grants","HOMELAND SECURITY, DEPARTMENT OF","","N/A","May 29, 2014","May 4, 2013","false","Dr. Susan Hallowell 
W. J. Hughes Technical Center, Bldg 315, International Airport, Atlantic City NJ 08405
(1-609) 813-2700
"
"97.066","Homeland Security Information Technology Research, Testing, Evaluation and Demonstration Program","B - Cooperative Agreements","HOMELAND SECURITY, DEPARTMENT OF","","N/A","May 29, 2014","May 26, 2013","false","Department of Homeland Security, Office of Grants and Financial Assistance Division,NPPD
245 Murray Lane, SW Mail Stop Code 0115, Building 410, Washington DC 20528
(202) 447-5589
"
"85.111","Rural Water Investment Evaluations (MOZMBIQUE)","Z - Salaries and Expenses","MILLENNIUM CHALLENGE CORPORATION","","N/A","Apr 18, 2014","Nov 23, 2009","false","Shiranthi M. Gnanselvam
Millennium Challenge Corporation 
875 15th Street, NW , washington DC 20005
202.521.3600
"
"97.121","Radiological/Nuclear Detection Pilot Evaluations Program","Z - Salaries and Expenses","HOMELAND SECURITY, DEPARTMENT OF","","N/A","Apr 17, 2014","Jun 22, 2013","false","Radiological/Nuclear Detection Pilot Evaluations Program
245 Murray Lane, SW, Washington DC 20528-0550
(202) 254-7117
"
"97.125","Virginia Operational Integration Cyber Center of Excellence","Z - Salaries and Expenses","HOMELAND SECURITY, DEPARTMENT OF","","N/A","Apr 17, 2014","Sep 16, 2011","false","Kelvin Coleman
245 Murray Lane, SW, Mail Stop 0115, Washington DC 20528
(703) 235-2871
"
"97.004","State Domestic Preparedness Equipment Support Program","B - Project Grants","HOMELAND SECURITY, DEPARTMENT OF","","16.580, 97.067","Mar 5, 2014","Jun 18, 2009","false","Headquarters Office:  U.S Department of Homeland Security/FEMA Techworld, Control Desk, 4th Floor, Rm 427
500 C St., SW
, Washington DC 20472
 (800) 368-6498.
"
"16.611","Closed-Circuit Televising of Child Victims of Abuse","B - Project Grants","JUSTICE, DEPARTMENT OF","Bureau of Justice Assistance","N/A","Dec 16, 2013","Aug 17, 2012","false","K. Norris,
Office of Justice Programs
Bureau of Justice Assistance
810 Seventh Street, N.W., Washington DC 20531
202-616-6500 or 1-866-859-2647
"
"11.555","Public Safety Interoperable Communications Grant Program","B - Project Grants","COMMERCE, DEPARTMENT OF","NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION","N/A","Sep 13, 2013","May 26, 2013","false","Pandora Beasley-Timpson
U.S. Department of Commerce
1401 Constitution Ave., NW
Room 4228
, Washington DC 20230
2024823590
"
"11.559","Low-Power Television and Translator Upgrade Program","B - Project Grants","COMMERCE, DEPARTMENT OF","NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION","11.554, 11.559","Sep 13, 2013","May 26, 2013","false","Mr. Walter Sheppard
National Telecommunications and Information Administration / OTIA
U.S. Department of Commerce
1401 Constitution Avenue, NW
Room 4827, Washington DC 20230
202 482-1949
"
"81.130","Carbon Capture and Storage-FutureGen 2.0","B - Cooperative Agreements","ENERGY, DEPARTMENT OF","","81.089","Sep 13, 2013","Sep 25, 2011","false","Maria Jones, Department of Energy, Fossil Energy Program,  
1000 Independence Avenue S.W., Mail Stop FE-3, Washington DC 20585
(202) 586-6660.
"
"81.132","Geologic Sequestration Site Characterization","B - Cooperative Agreements","ENERGY, DEPARTMENT OF","","81.089","Sep 13, 2013","Sep 25, 2011","false","Maria Jones
1000 Independence Avenue S.W., Mail Stop FE-3, Washington DC 20585
(202) 586-1890
"
"81.133","Geologic Sequestration Training and Research Grant Program","B - Project Grants","ENERGY, DEPARTMENT OF","","81.089","Sep 13, 2013","Sep 25, 2011","false","Maria Jones,
1000 Independence Ave., SW, Washington DC 20623
(202) 586-1890.
"
